"localID","SurveyDate","X","Year","Month","Day","Observer","Latitude","Longitude","County","State","common_name","Comments","AOU_code","EnglishFull","Genus","Species","isodate","state_name"
"2288","NULL","","1996","NULL","NULL","NULL","NULL","NULL","Blaine","MT","Ring-billed Gull","NULL","00540","Ring-billed Gull","Larus","delawarensis",NA,"Montana"
"2289","NULL","","1996","NULL","NULL","NULL","NULL","NULL","Teton","MT","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",NA,"Montana"
"2290","NULL","","1983","NULL","NULL","NULL","NULL","NULL","Phillips","MT","Eared Grebe","NULL","00040","Eared Grebe","Podiceps","nigricollis",NA,"Montana"
"2291","NULL","","1996","NULL","NULL","NULL","NULL","NULL","Hill","MT","Forster's Tern","NULL","00690","Forster's Tern","Sterna","forsteri",NA,"Montana"
"2292","NULL","","1975","NULL","NULL","Hook","NULL","NULL","Park","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",NA,"Montana"
"2293","NULL","","1979","NULL","NULL","Hills","NULL","NULL","Meagher","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",NA,"Montana"
"2294","NULL","","1980","NULL","NULL","Ellis","NULL","NULL","Cascade","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",NA,"Montana"
"2295","NULL","","1977","NULL","NULL","Fries","NULL","NULL","Garfield","MT","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",NA,"Montana"
"2296","NULL","","1978","NULL","NULL","Fries","NULL","NULL","Garfield","MT","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",NA,"Montana"
"2297","NULL","","1976","NULL","NULL","Thompson","NULL","NULL","Lewis & Clark","MT","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",NA,"Montana"
"2298","NULL","","1976","NULL","NULL","Thompson","NULL","NULL","Lewis & Clark","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",NA,"Montana"
"2299","NULL","","1979","NULL","NULL","Marble","NULL","NULL","Liberty","MT","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",NA,"Montana"
"2300","NULL","","NULL","NULL","NULL","NULL","NULL","NULL","NULL","MT","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",NA,"Montana"
"2301","NULL","","1996","NULL","NULL","NULL","NULL","NULL","Blaine","MT","Forster's Tern","NULL","00690","Forster's Tern","Sterna","forsteri",NA,"Montana"
"2302","NULL","","1996","NULL","NULL","NULL","NULL","NULL","Valley","MT","Common Tern","NULL","00700","Common Tern","Sterna","hirundo",NA,"Montana"
"2303","NULL","","1996","NULL","NULL","NULL","NULL","NULL","Blaine","MT","Black Tern","NULL","00770","Black Tern","Chlidonias","niger",NA,"Montana"
"2304","NULL","","1979","NULL","NULL","Hadden","NULL","NULL","Chouteau","MT","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",NA,"Montana"
"2305","NULL","","1996","NULL","NULL","NULL","NULL","NULL","Valley","MT","Common Tern","NULL","00700","Common Tern","Sterna","hirundo",NA,"Montana"
"2306","NULL","","1996","NULL","NULL","NULL","NULL","NULL","Valley","MT","Common Tern","NULL","00700","Common Tern","Sterna","hirundo",NA,"Montana"
"2307","5/24/2010","00:00.0","2010","5","24","Watson","NULL","NULL","Rio Arriba","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2010-05-24,"New Mexico"
"2308","6/9/2010","00:00.0","2010","6","9","Joseph","NULL","NULL","Bernalillo","NM","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",2010-06-09,"New Mexico"
"2309","6/12/2010","00:00.0","2010","6","12","Neely/Liddell","NULL","NULL","Bernalillo","NM","Cattle Egret","NULL","02001","Cattle Egret","Bubulcus","ibis",2010-06-12,"New Mexico"
"2310","6/12/2010","00:00.0","2010","6","12","Neely/Liddell","NULL","NULL","Bernalillo","NM","Snowy Egret","(NAD83)","01970","Snowy Egret","Egretta","thula",2010-06-12,"New Mexico"
"2311","5/20/2010","00:00.0","2010","5","20","Williams III","NULL","NULL","Catron","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2010-05-20,"New Mexico"
"2312","4/17/2011","00:00.0","2011","4","17","Newman","NULL","NULL","San Juan","NM","Great Blue Heron","(NAD83)","01940","Great Blue Heron","Ardea","herodias",2011-04-17,"New Mexico"
"2313","6/10/2010","00:00.0","2010","6","10","Liddell","NULL","NULL","Valencia","NM","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",2010-06-10,"New Mexico"
"2314","6/10/2010","00:00.0","2010","6","10","Liddell","NULL","NULL","Valencia","NM","Cattle Egret","NULL","02001","Cattle Egret","Bubulcus","ibis",2010-06-10,"New Mexico"
"2315","6/10/2010","00:00.0","2010","6","10","Liddell","NULL","NULL","Valencia","NM","Snowy Egret","NULL","01970","Snowy Egret","Egretta","thula",2010-06-10,"New Mexico"
"2316","3/18/2011","00:00.0","2011","3","18","Chopp","NULL","NULL","Eddy","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-03-18,"New Mexico"
"2317","5/13/2011","00:00.0","2011","5","13","Howe","NULL","NULL","Rio Arriba","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-13,"New Mexico"
"2318","4/5/2011","00:00.0","2011","4","5","Howe","NULL","NULL","Mora","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-04-05,"New Mexico"
"2319","4/27/2010","00:00.0","2010","4","27","Howe","NULL","NULL","Curry","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2010-04-27,"New Mexico"
"2320","5/19/2010","00:00.0","2010","5","19","Watson","NULL","NULL","Socorro","NM","Double-crested or Neotropic Cormorant","","NULL",NA,NA,NA,2010-05-19,"New Mexico"
"2321","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Socorro","NM","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",2010-06-20,"New Mexico"
"2322","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Socorro","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2010-06-20,"New Mexico"
"2323","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Socorro","NM","Snowy Egret","NULL","01970","Snowy Egret","Egretta","thula",2010-06-20,"New Mexico"
"2324","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Socorro","NM","Double-crested or Neotropic Cormorant","","NULL",NA,NA,NA,2010-06-20,"New Mexico"
"2325","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Socorro","NM","Great Egret","NULL","01960","Great Egret","Ardea","alba",2010-06-20,"New Mexico"
"2326","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Socorro","NM","Snowy Egret","NULL","01970","Snowy Egret","Egretta","thula",2010-06-20,"New Mexico"
"2327","5/19/2010","00:00.0","2010","5","19","Watson","NULL","NULL","Socorro","NM","Double-crested or Neotropic Cormorant","","NULL",NA,NA,NA,2010-05-19,"New Mexico"
"2328","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Socorro","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2010-06-20,"New Mexico"
"2329","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Socorro","NM","Great Blue Heron","(NAD27)","01940","Great Blue Heron","Ardea","herodias",2010-06-20,"New Mexico"
"2330","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Sierra","NM","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",2010-06-20,"New Mexico"
"2331","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Sierra","NM","Cattle Egret","NULL","02001","Cattle Egret","Bubulcus","ibis",2010-06-20,"New Mexico"
"2332","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Sierra","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2010-06-20,"New Mexico"
"2333","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Sierra","NM","Great Blue Heron","(NAD83)","01940","Great Blue Heron","Ardea","herodias",2010-06-20,"New Mexico"
"2334","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Sierra","NM","Great Egret","NULL","01960","Great Egret","Ardea","alba",2010-06-20,"New Mexico"
"2335","6/20/2010","00:00.0","2010","6","20","Murphy","NULL","NULL","Sierra","NM","Snowy Egret","NULL","01970","Snowy Egret","Egretta","thula",2010-06-20,"New Mexico"
"2336","5/19/2010","00:00.0","2010","5","19","Watson","NULL","NULL","Sierra","NM","Double-crested or Neotropic Cormorant","","NULL",NA,NA,NA,2010-05-19,"New Mexico"
"2337","3/4/2011","00:00.0","2011","3","4","Walkup","NULL","NULL","Grant","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-03-04,"New Mexico"
"2338","6/22/2010","00:00.0","2010","6","22","Williams III","NULL","NULL","Grant","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2010-06-22,"New Mexico"
"2339","7/19/2010","00:00.0","2010","7","19","Stahlecker","NULL","NULL","Rio Arriba","NM","Eared Grebe","NULL","00040","Eared Grebe","Podiceps","nigricollis",2010-07-19,"New Mexico"
"2340","7/19/2010","00:00.0","2010","7","19","Stahlecker","NULL","NULL","Rio Arriba","NM","Western Grebe","NULL","00010","Western Grebe","Aechmophorus","occidentalis",2010-07-19,"New Mexico"
"2341","3/22/2011","00:00.0","2011","3","22","Chopp","NULL","NULL","Eddy","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-03-22,"New Mexico"
"2342","7/15/2010","00:00.0","2010","7","15","Roper","NULL","NULL","Do–a Ana","NM","Cattle Egret","NULL","02001","Cattle Egret","Bubulcus","ibis",2010-07-15,"New Mexico"
"2343","6/3/2010","00:00.0","2010","6","3","Griffin","NULL","NULL","Do–a Ana","NM","Black-crowned Night-Heron","(NAD83)","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",2010-06-03,"New Mexico"
"2344","5/25/2010","00:00.0","2010","5","25","Watson","NULL","NULL","San Juan","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2010-05-25,"New Mexico"
"2345","6/21/2011","00:00.0","2011","6","21","Reeves","NULL","NULL","San Juan","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-06-21,"New Mexico"
"2346","NULL","","2009","NULL","NULL","Reeves","NULL","NULL","San Juan","NM","Great Blue Heron","SurveyDate: Summer 2009","01940","Great Blue Heron","Ardea","herodias",NA,"New Mexico"
"2347","5/22/2010","00:00.0","2010","5","22","Williams III","NULL","NULL","Grant","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2010-05-22,"New Mexico"
"2348","5/2/2011","00:00.0","2011","5","2","Chopp","NULL","NULL","Eddy","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2011-05-02,"New Mexico"
"2349","5/20/2010","00:00.0","2010","5","20","Williams III","NULL","NULL","Catron","NM","Great Blue Heron","(NAD83)","01940","Great Blue Heron","Ardea","herodias",2010-05-20,"New Mexico"
"2350","NULL","","2009","8","NULL","West","NULL","NULL","San Miguel","NM","Clark's Grebe","NULL","00011","Clark's Grebe","Aechmophorus","clarkii",NA,"New Mexico"
"2351","6/10/2009","00:00.0","2009","6","10","Mumford","NULL","NULL","Guadalupe","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2009-06-10,"New Mexico"
"2352","5/31/2010","00:00.0","2010","5","31","Howe","NULL","NULL","Guadalupe","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2010-05-31,"New Mexico"
"2353","5/21/2010","00:00.0","2010","5","21","Williams III","NULL","NULL","Catron","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2010-05-21,"New Mexico"
"2354","5/20/2010","00:00.0","2010","5","20","Stahlecker","NULL","NULL","Rio Arriba","NM","Western Grebe","NULL","00010","Western Grebe","Aechmophorus","occidentalis",2010-05-20,"New Mexico"
"2355","7/19/2010","00:00.0","2010","7","19","Stahlecker","NULL","NULL","Rio Arriba","NM","Eared Grebe","NULL","00040","Eared Grebe","Podiceps","nigricollis",2010-07-19,"New Mexico"
"2356","8/10/2010","00:00.0","2010","8","10","Watson","NULL","NULL","Colfax","NM","Western or Clark's Grebe","","NULL",NA,NA,NA,2010-08-10,"New Mexico"
"2357","9/22/2010","00:00.0","2010","9","22","Howe","NULL","NULL","Colfax","NM","Clark's Grebe","NULL","00011","Clark's Grebe","Aechmophorus","clarkii",2010-09-22,"New Mexico"
"2358","9/22/2010","00:00.0","2010","9","22","Howe","NULL","NULL","Colfax","NM","Western Grebe","NULL","00010","Western Grebe","Aechmophorus","occidentalis",2010-09-22,"New Mexico"
"2359","5/26/2010","00:00.0","2010","5","26","Watson","NULL","NULL","Mora","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2010-05-26,"New Mexico"
"2360","4/5/2011","00:00.0","2011","4","5","Howe","NULL","NULL","Mora","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",2011-04-05,"New Mexico"
"2361","4/5/2011","00:00.0","2011","4","5","Howe","NULL","NULL","Mora","NM","Great Blue Heron","(NAD83)","01940","Great Blue Heron","Ardea","herodias",2011-04-05,"New Mexico"
"2362","NULL","","1986","NULL","NULL","Downer","NULL","NULL","San Juan","NM","Great Blue Heron","SurveyDate: 4/10-5/10/1986","01940","Great Blue Heron","Ardea","herodias",NA,"New Mexico"
"2363","6/28/1980","00:00.0","1980","6","28","Peterson et al.","NULL","NULL","Rio Arriba","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",1980-06-28,"New Mexico"
"2364","6/26/1981","00:00.0","1981","6","26","Hundertmark","NULL","NULL","Rio Arriba","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",1981-06-26,"New Mexico"
"2365","6/24/1984","00:00.0","1984","6","24","Vaught","NULL","NULL","Rio Arriba","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",1984-06-24,"New Mexico"
"2366","3/25/1985","00:00.0","1985","3","25","Domenici","NULL","NULL","Rio Arriba","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",1985-03-25,"New Mexico"
"2367","6/7/1987","00:00.0","1987","6","7","Insley","NULL","NULL","Rio Arriba","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",1987-06-07,"New Mexico"
"2368","5/23/1991","00:00.0","1991","5","23","Hubbard","NULL","NULL","Rio Arriba","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",1991-05-23,"New Mexico"
"2369","6/19/2987","00:00.0","2987","6","19","Rustay","NULL","NULL","Rio Arriba","NM","Great Blue Heron","SurveyDate: 6/2 and 7/2/1993","01940","Great Blue Heron","Ardea","herodias",2987-06-19,"New Mexico"
"2370","NULL","","1993","NULL","NULL","Hubbard/Rustay","NULL","NULL","Rio Arriba","NM","Double-crested Cormorant","NULL","01200","Double-crested Cormorant","Phalacrocorax","auritus",NA,"New Mexico"
"2371","4/8/1984","00:00.0","1984","4","8","Hubbard","NULL","NULL","Catron","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",1984-04-08,"New Mexico"
"2372","NULL","","1981","NULL","NULL","Fisher","NULL","NULL","Catron","NM","Great Blue Heron","SurveyDate: summer 1981","01940","Great Blue Heron","Ardea","herodias",NA,"New Mexico"
"2373","8/19/1995","00:00.0","1995","8","19","Zimmer","NULL","NULL","Dona Ana","NM","Cattle Egret","NULL","02001","Cattle Egret","Bubulcus","ibis",1995-08-19,"New Mexico"
"2374","4/27/1997","00:00.0","1997","4","27","Paton","NULL","NULL","Dona Ana","NM","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",1997-04-27,"New Mexico"
"2375","4/27/1997","00:00.0","1997","4","27","Paton","NULL","NULL","Dona Ana","NM","Cattle Egret","NULL","02001","Cattle Egret","Bubulcus","ibis",1997-04-27,"New Mexico"
"2376","4/27/1997","00:00.0","1997","4","27","Paton","NULL","NULL","Dona Ana","NM","Snowy Egret","NULL","01970","Snowy Egret","Egretta","thula",1997-04-27,"New Mexico"
"2377","5/28/1998","00:00.0","1998","5","28","Ewing","NULL","NULL","Dona Ana","NM","Cattle Egret","NULL","02001","Cattle Egret","Bubulcus","ibis",1998-05-28,"New Mexico"
"2378","5/1/2007","00:00.0","2007","5","1","Lewis","NULL","NULL","Catron","NM","Great Blue Heron","NAD 83","01940","Great Blue Heron","Ardea","herodias",2007-05-01,"New Mexico"
"2379","NULL","","1987","NULL","NULL","Cook","NULL","NULL","Union","NM","Great Blue Heron","SurveyDate: summer 1987","01940","Great Blue Heron","Ardea","herodias",NA,"New Mexico"
"2380","NULL","","1988","NULL","NULL","Cook","NULL","NULL","Union","NM","Great Blue Heron","SurveyDate: summer 1988","01940","Great Blue Heron","Ardea","herodias",NA,"New Mexico"
"2381","5/5/1980","00:00.0","1980","5","5","Howe","NULL","NULL","Eddy","NM","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",1980-05-05,"New Mexico"
"2382","5/24/1980","00:00.0","1980","5","24","Howe","NULL","NULL","Eddy","NM","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",1980-05-24,"New Mexico"
"2383","5/24/1980","00:00.0","1980","5","24","Howe","NULL","NULL","Eddy","NM","Snowy Egret","NULL","01970","Snowy Egret","Egretta","thula",1980-05-24,"New Mexico"
"2384","3/29/1981","00:00.0","1981","3","29","Hunter","NULL","NULL","Eddy","NM","Snowy Egret","NULL","01970","Snowy Egret","Egretta","thula",1981-03-29,"New Mexico"
"2385","6/17/1988","00:00.0","1988","6","17","West","NULL","NULL","Eddy","NM","Cattle Egret","NULL","02001","Cattle Egret","Bubulcus","ibis",1988-06-17,"New Mexico"
"2386","6/19/1991","00:00.0","1991","6","19","Williams","NULL","NULL","Eddy","NM","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",1991-06-19,"New Mexico"
"2387","6/19/1991","00:00.0","1991","6","19","Williams","NULL","NULL","Eddy","NM","Cattle Egret","NULL","02001","Cattle Egret","Bubulcus","ibis",1991-06-19,"New Mexico"
"2388","6/19/1991","00:00.0","1991","6","19","Williams","NULL","NULL","Eddy","NM","Little Blue Heron","NULL","02000","Little Blue Heron","Egretta","caerulea",1991-06-19,"New Mexico"
"2389","6/19/1991","00:00.0","1991","6","19","Williams","NULL","NULL","Eddy","NM","Snowy Egret","NULL","01970","Snowy Egret","Egretta","thula",1991-06-19,"New Mexico"
"2390","7/4/1994","00:00.0","1994","7","4","Livingston","NULL","NULL","Eddy","NM","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",1994-07-04,"New Mexico"
"2391","7/4/1994","00:00.0","1994","7","4","Livingston","NULL","NULL","Eddy","NM","Cattle Egret","NULL","02001","Cattle Egret","Bubulcus","ibis",1994-07-04,"New Mexico"
"2392","7/4/1994","00:00.0","1994","7","4","Livingston","NULL","NULL","Eddy","NM","Snowy Egret","NULL","01970","Snowy Egret","Egretta","thula",1994-07-04,"New Mexico"
"2393","NULL","","1988","NULL","NULL","fide Williams","NULL","NULL","Eddy","NM","Snowy Egret","SurveyDate: summer 1988","01970","Snowy Egret","Egretta","thula",NA,"New Mexico"
"2394","NULL","","1995","NULL","NULL","fide Williams","NULL","NULL","Eddy","NM","Snowy Egret","SurveyDate: summer 1995","01970","Snowy Egret","Egretta","thula",NA,"New Mexico"
"2395","6/10/1983","00:00.0","1983","6","10","Howe","NULL","NULL","Valencia","NM","Cattle Egret","NULL","02001","Cattle Egret","Bubulcus","ibis",1983-06-10,"New Mexico"
"2396","NULL","","1982","NULL","NULL","Howe/Hundertmark","NULL","NULL","Valencia","NM","Black-crowned Night-Heron","SurveyDate: spring 1982","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",NA,"New Mexico"
"2397","NULL","","1982","NULL","NULL","Howe/Hundertmark","NULL","NULL","Valencia","NM","Snowy Egret","SurveyDate: spring 1982","01970","Snowy Egret","Egretta","thula",NA,"New Mexico"
"2398","NULL","","1984","NULL","NULL","Howe","NULL","NULL","Valencia","NM","Cattle Egret","SurveyDate: summer 1984","02001","Cattle Egret","Bubulcus","ibis",NA,"New Mexico"
"2399","NULL","","1984","NULL","NULL","Howe","NULL","NULL","Valencia","NM","Little Blue Heron","SurveyDate: summer 1984","02000","Little Blue Heron","Egretta","caerulea",NA,"New Mexico"
"2400","6/16/1972","00:00.0","1972","6","16","Boggs/Corrie","NULL","NULL","Chaves","NM","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",1972-06-16,"New Mexico"
"2401","NULL","","1970","NULL","NULL","fide Williams","NULL","NULL","Chaves","NM","Snowy Egret","SurveyDate: summer 1970","01970","Snowy Egret","Egretta","thula",NA,"New Mexico"
"2402","NULL","","1971","NULL","NULL","Boggs","NULL","NULL","Chaves","NM","Black-crowned Night-Heron","SurveyDate: summer 1971","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",NA,"New Mexico"
"2403","NULL","","1992","NULL","NULL","Marlatt/Williams","NULL","NULL","Chaves","NM","Forster's Tern","SurveyDate: 5/25-6/24/1992","00690","Forster's Tern","Sterna","forsteri",NA,"New Mexico"
"2404","NULL","","NULL","NULL","NULL","NULL","NULL","NULL","Chaves","NM","Least Tern","SurveyDate: summers","00740","Least Tern","Sternula","antillarum",NA,"New Mexico"
"2405","8/17/1999","00:00.0","1999","8","17","Williams/Mehlhop","NULL","NULL","Colfax","NM","Eared Grebe","NULL","00040","Eared Grebe","Podiceps","nigricollis",1999-08-17,"New Mexico"
"2406","7/27/1987","00:00.0","1987","7","27","Cleary","NULL","NULL","McKinley","NM","Eared Grebe","NULL","00040","Eared Grebe","Podiceps","nigricollis",1987-07-27,"New Mexico"
"2407","7/27/1995","00:00.0","1995","7","27","Cleary/Albert","NULL","NULL","McKinley","NM","Eared Grebe","NULL","00040","Eared Grebe","Podiceps","nigricollis",1995-07-27,"New Mexico"
"2408","7/2/2004","00:00.0","2004","7","2","Tanner fide Reeves","NULL","NULL","San Juan","NM","Great Blue Heron","NAD 83","01940","Great Blue Heron","Ardea","herodias",2004-07-02,"New Mexico"
"2409","9/3/1988","00:00.0","1988","9","3","Cleary","NULL","NULL","Cibola/McKinley","NM","Eared Grebe","NULL","00040","Eared Grebe","Podiceps","nigricollis",1988-09-03,"New Mexico"
"2410","8/25/1997","00:00.0","1997","8","25","Snider/West","NULL","NULL","Socorro","NM","Clark's Grebe","NULL","00011","Clark's Grebe","Aechmophorus","clarkii",1997-08-25,"New Mexico"
"2411","7/9/2005","00:00.0","2005","7","9","NULL","NULL","NULL","Socorro","NM","Clark's Grebe","NULL","00011","Clark's Grebe","Aechmophorus","clarkii",2005-07-09,"New Mexico"
"2412","7/19/2005","00:00.0","2005","7","19","Rustay","NULL","NULL","Socorro","NM","Western Grebe","NULL","00010","Western Grebe","Aechmophorus","occidentalis",2005-07-19,"New Mexico"
"2413","8/1/2006","00:00.0","2006","8","1","Lundblad","NULL","NULL","Socorro","NM","Clark's Grebe","NULL","00011","Clark's Grebe","Aechmophorus","clarkii",2006-08-01,"New Mexico"
"2414","7/30/2000","00:00.0","2000","7","30","Rustay","NULL","NULL","Socorro","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2000-07-30,"New Mexico"
"2415","5/29/2003","00:00.0","2003","5","29","Ewing","NULL","NULL","Socorro","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2003-05-29,"New Mexico"
"2416","4/11/2004","00:00.0","2004","4","11","Neville/Shipman","NULL","NULL","Socorro","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2004-04-11,"New Mexico"
"2417","3/26/2005","00:00.0","2005","3","26","Rustay","NULL","NULL","Socorro","NM","Great Blue Heron","NULL","01940","Great Blue Heron","Ardea","herodias",2005-03-26,"New Mexico"
"2418","7/12/1994","00:00.0","1994","7","12","Leal et al.","NULL","NULL","Socorro","NM","Black-crowned Night-Heron","NULL","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",1994-07-12,"New Mexico"
"2419","7/12/1994","00:00.0","1994","7","12","Leal et al.","NULL","NULL","Socorro","NM","Cattle Egret","NULL","02001","Cattle Egret","Bubulcus","ibis",1994-07-12,"New Mexico"
"2420","7/12/1994","00:00.0","1994","7","12","Leal et al.","NULL","NULL","Socorro","NM","Great Egret","NULL","01960","Great Egret","Ardea","alba",1994-07-12,"New Mexico"
"2421","7/12/1994","00:00.0","1994","7","12","Leal et al.","NULL","NULL","Socorro","NM","Snowy Egret","NULL","01970","Snowy Egret","Egretta","thula",1994-07-12,"New Mexico"
"2422","7/18/1994","00:00.0","1994","7","18","Leal","NULL","NULL","Socorro","NM","White-faced Ibis","NULL","01870","White-faced Ibis","Plegadis","chihi",1994-07-18,"New Mexico"
"2423","4/27/1996","00:00.0","1996","4","27","Rustay","NULL","NULL","Socorro","NM","Great Egret","NULL","01960","Great Egret","Ardea","alba",1996-04-27,"New Mexico"
"2424","7/19/1996","00:00.0","1996","7","19","Rustay","NULL","NULL","Socorro","NM","Neotropic Cormorant","NULL","01210","Neotropic Cormorant","Phalacrocorax","brasilianus",1996-07-19,"New Mexico"
"2425","NULL","","1994","7","NULL","Leal et al.","NULL","NULL","Socorro","NM","Neotropic Cormorant","SurveyDate: 7/12 & 18/1994","01210","Neotropic Cormorant","Phalacrocorax","brasilianus",NA,"New Mexico"
"2426","NULL","","1996","7","NULL","Rustay and Ewing","NULL","NULL","Socorro","NM","Great Egret","SurveyDate: 7/9 & 19/1996","01960","Great Egret","Ardea","alba",NA,"New Mexico"
"2427","NULL","","1997","6","NULL","Howe","NULL","NULL","Valencia","NM","Black-crowned Night-Heron","SurveyDate: 6/1997","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",NA,"New Mexico"
"2428","NULL","","1997","6","NULL","Howe","NULL","NULL","Valencia","NM","Snowy Egret","SurveyDate: 6/1997","01970","Snowy Egret","Egretta","thula",NA,"New Mexico"
"2429","NULL","","1998","6","NULL","USDA Wildlife Services, fide Howe","NULL","NULL","Valencia","NM","Black-crowned Night-Heron","SurveyDate: 6/1998","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",NA,"New Mexico"
"2430","NULL","","1998","6","NULL","USDA Wildlife Services, fide Howe","NULL","NULL","Valencia","NM","Snowy Egret","SurveyDate:  6/1998","01970","Snowy Egret","Egretta","thula",NA,"New Mexico"
"2431","NULL","","2004","NULL","NULL","Howe et al.","NULL","NULL","Eddy","NM","Least Tern","SurveyDate: summer 2004","00740","Least Tern","Sternula","antillarum",NA,"New Mexico"
"2432","NULL","","1968","6","NULL","Hubbard","NULL","NULL","Grant","NM","Black-crowned Night-Heron","SurveyDate: 6/22 & 25/1968","02020","Black-crowned Night-Heron","Nycticorax","nycticorax",NA,"New Mexico"
